    2912.874 2402.117 198.8318
    2959.229 2423.837 197.3532
    2955.961 2420.605    198.6
    2944.613 2436.721 196.7741
     2865.54 2435.214 192.1405
    2837.352 2466.823 187.9169
    2866.923 2465.011 185.2876
     2869.69 2492.395 182.3583
    3000.477  2527.61 183.9728
    3085.831 2561.171 189.8728
    3255.871 2686.503 196.8083
    3261.025 2613.773 200.6933
    3261.223  2681.19 204.7635
    3206.972 2610.838 206.4334
    3190.085 2639.831 205.2288
    3153.084 2650.442 204.8585
    3168.886 2654.884 207.0878
    3173.132 2702.447 205.2592
    3199.558 2706.406 206.3172
    3320.152 2792.021 211.0694
    3333.583 2800.407 211.3402
     3346.44 2812.085 211.4742
    3319.499 2799.617 209.1935
    3248.271 2771.542 205.3107
    3243.519 2772.147 200.5438
    3268.486 2799.347 198.4387
    3321.089 2829.358 196.7325
    3391.751 2878.587 198.3282
    3498.798 2932.503 201.0089
    3576.754 2976.939 204.5467
    3609.954 3003.859 206.0148
    3649.965 3032.826 207.8803
    3625.207 3030.321 208.5925
     3618.86 3032.152  207.818
    3608.703 3030.239 205.7291
    3633.863 3063.106 207.7698
    3634.522 3075.089 207.3511
    3628.888 3071.301 205.2741
     3654.03 3085.679 203.4572
     3594.76 3076.223 198.9135
    3503.293 3024.868 193.4752
     3506.06 3040.773 189.2161
    3580.923  3079.37 190.8325
    3649.701  3103.69 193.5263
    3722.726 3149.563 197.1324
    3809.309 3187.886 200.4534
    3787.083  3210.28 198.4483
    3798.375 3203.989 198.1458
    3865.427 3211.443 199.3042
    3828.074 3242.787 198.7233
    3799.687 3219.673 196.7171
     3719.52 3211.349  193.664
    3716.143 3198.191 190.8133
    3789.954 3235.106 190.6975
    3841.155 3241.368 192.1397
    3910.574  3301.88 194.0709
    3974.538 3330.997 194.6404
    3994.347 3359.016 196.8206
    4014.564 3370.705 196.2717
    4017.905 3399.337  194.901
    4053.971 3405.746 194.5344
    4080.082 3423.602 195.9045
    4131.421 3455.826 195.9157
    4150.544 3470.287  195.917
    4229.112 3524.024 195.5849
     4272.24  3572.78 197.0242
    4336.042 3623.155 197.4885
    4332.184 3617.237  198.811
    4465.719 3681.029 200.7368
    4488.039 3707.114 201.7553
    4563.691 3758.136 202.7332
    4657.963 3851.754 205.0265
    4769.576 3898.869 207.5881
    4751.946 3898.531 208.8921
    4775.072 3931.495 209.8688
    4783.388 3936.299 210.2431
    4770.091  3946.92 209.1094
    4766.574 3984.883 207.6639
    4783.135  3985.69 208.0611
    4801.834 3991.937 208.7085
    4894.604 4068.425 208.3597
    4975.616 4118.065 209.5735
    5005.671 4179.017 210.9004
    5009.407 4177.453 211.3179
    5086.308 4204.501 212.5445
    5084.863  4213.54 213.6703
    5100.858 4214.495 214.3839
    5063.156 4226.537 213.5259
    5036.423 4230.978 211.4778
    5032.681 4228.959 208.3091
    5053.799 4241.721 205.5294
     4965.09 4203.845 202.0428
    5116.926 4261.198 201.5087
    5152.069  4275.63 201.2279
    5167.576 4284.769 200.0614
    5180.986 4331.279 201.1027
    5237.217 4339.349 201.0968
    5342.982 4395.387 202.4846
    5397.077 4438.577 202.6435
    5484.454 4521.399 204.6093
    5599.656 4580.229 206.5316
    5605.247 4551.878  207.638
    5560.139 4547.278  207.561
    5550.477 4512.704 208.2113
    5422.633 4450.734 207.0236
    5407.967 4444.172 205.7419
    5341.599 4438.929 204.6589
    5248.491 4344.377  200.536
    5098.451 4356.942 193.2349
    5127.117  4412.68    190.6
    5224.673 4451.618 191.7895
    5266.744 4478.207 193.5049
    5416.411 4553.764 195.7526
    5473.807 4575.388 195.9103
    5496.508 4600.334 195.6317
    5542.322  4642.48 195.9109
    5620.583 4677.803 197.1447
    5681.448 4680.833 199.7234
    5754.575 4702.857 200.9543
    5776.808 4752.082  202.373
    5794.987 4757.858 202.3499
    5938.233 4839.798 206.8288
    5965.396 4842.542 207.8288
    6002.337 4857.874 209.0832
    6006.791 4867.903 210.1847
    5974.557 4840.912 209.8585
    5971.562  4863.66 210.2244
    5937.051 4856.383 209.8079
    5897.765 4830.827 208.8941
    5669.422 4702.666 204.6229
    5622.784 4730.812 202.7781
    5752.439 4771.074 204.9687
    5847.447  4774.81 206.1936
    5783.328 4762.645 205.2802
    5845.223 4768.572 204.8371
    5751.495 4715.179 203.0329
    5654.764 4729.383 200.2751
    5646.146 4728.229 197.5565
    5648.711 4745.201 195.2339
    5635.351 4810.282 192.9487
    5692.631 4841.503  192.931
    5864.656 4929.513 194.9285
    5984.689 4993.857 197.5937
    6150.889 5061.722 201.0485
    6296.581 5094.102 203.5924
    6389.626 5150.168 205.4862
    6433.069 5172.136  206.615
    6460.989 5223.355 207.6607
    6486.085 5290.602 208.5043
     6538.91 5326.746 209.0396
    6606.849  5410.05 209.3752
    6653.043 5412.688  210.214
     6664.94 5432.911 210.1493
    6680.737  5476.91 209.3983
    6715.628 5557.117 209.6171
    6733.646 5578.244 210.0342
    6748.714 5562.734 211.4856
    6800.924 5617.672 212.5146
    6840.249 5664.805 214.0241
    6928.494  5662.19 214.9892
    6947.701 5745.585 215.7109
    6995.117 5771.484 216.8663
     7031.88 5804.469 217.7172
    7095.824 5858.734 219.2336
    7145.561 5863.484 220.1136
    7138.196 5874.486  220.269
    7157.869 5912.841 220.1049
    7154.805 5921.098  220.317
    7161.057 5922.459  220.214
    7161.636 5926.962 219.8513
     7140.38 5935.485 218.7281
    6988.206 5869.524 216.6599
    6901.448 5830.479 214.2069
    6921.772 5861.221 212.7658
    6951.212 5865.776 212.5561
    6964.494 5837.183 211.8733
    7013.679 5915.408 210.9388
    7101.702 5930.574 211.8948
    7139.773 5958.446 211.5333
    7240.504 6024.693 212.2314
    7263.686 6021.066 213.0739
    7309.617  6067.04 214.1464
    7357.691 6122.096 215.3232
    7460.728  6162.81 216.6132
    7552.707 6204.697 217.5596
    7666.317 6243.449 220.1539
    7671.023 6273.154 221.4916
     7773.38 6317.792 222.8923
    7800.103 6331.551 223.6901
    7801.608 6378.859  223.503
    7819.518 6412.249 224.1399
    7881.173 6435.988 224.4756
    7942.145 6475.127 224.7463
    8067.358 6527.758 226.5057
    8135.065 6540.091 227.7462
    8160.041 6567.023 228.9124
    8246.348 6609.208 229.6994
    8351.972 6625.695 231.2019
    8446.197 6714.596 232.3205
    8514.464 6751.037 233.8458
    8708.139 6820.495 235.1582
    8756.497 6905.883 235.4095
    8849.165  6951.56 236.1083
    8972.445  7016.94 236.9981
     9053.37 7071.144 236.9439
    9103.359 7150.307 237.5947
    9209.004 7210.145 238.3943
    9335.028 7276.898 239.4022
    9429.358 7361.761 240.6652
    9547.745 7400.777 240.4972
    9558.757 7450.665 240.0893
     9550.45 7466.543 239.5769
    9462.932 7494.242 239.0031
    9373.848 7502.387 237.5366
    9349.589 7507.978 235.3389
    9346.637 7595.472 232.4265
    9459.937 7637.787 231.5627
    9511.663 7656.648 231.0083
